index,tag,folder,category,result,reason
358,honkai_(series),copyright,letter_h,确认,Wiki 明确描述崩坏系列作品宇宙
359,turtleneck,clothing_detail,collar_detail,修正,Wiki 的辨识核心是覆盖颈部的高领结构且不限于毛衣
360,zettai_ryouiki,clothing_appearance,fashion_style,修正,Wiki 描述裙摆与长袜之间裸露大腿构成的整体穿着样式
361,aqua_hair,hair,hair_color,确认,核心含义是蓝绿色头发
362,blue_bow,accessories,bows_ribbons,确认,Wiki 只限定蓝色蝴蝶结而未限定佩戴部位
363,:3,expression,positive,确认,核心含义是类似猫嘴的正向俏皮表情
364,kneehighs,legwear_footwear,stockings,确认,核心对象是长度到膝盖或略低于膝盖的长袜
365,hug,action,interaction,确认,核心含义是用双臂环抱另一人物
366,capelet,outerwear_suits,cape_cloak,修正,Wiki 明确是仅覆盖肩膀的小型斗篷而非开衫
367,holding_sword,action,holding,确认,核心含义是手持一把剑的动作
368,facial_hair,face,facial_hair,确认,核心对象是脸上生长的毛发
369,dress_shirt,clothes_main,shirt_top,确认,核心对象是前襟有纽扣并带领的正装衬衫
370,night,time_weather,time_day,确认,核心含义是天色黑暗的夜间时段
371,heterochromia,face,eye_color,确认,核心含义是双眼虹膜颜色不同
372,piercing,jewelry_accessories,piercing,确认,核心含义是身体穿孔并佩戴珠宝且不含普通耳环
373,swept_bangs,hair,bangs,确认,核心含义是刘海松散梳向一侧
374,on_bed,pose,object_pose,修正,Wiki 描述人物坐卧在床上的相对姿势而非床具本身
375,azur_lane,copyright,letter_a,确认,Wiki 明确描述碧蓝航线游戏作品
376,highleg,clothing_detail,cutout_slit,修正,Wiki 是任何服装的高位腿洞或绑带剪裁并不限于泳装
377,shadow,light_effect,lighting,确认,核心对象是物体阻挡光线形成的暗区
378,anus,adult_body,anus,确认,核心对象是直肠的外部开口
379,bell,culture_objects,music,修正,Wiki 明确定义为敲击发声的中空金属乐器而非徽章饰物
380,white_hat,head_accessories,hats_caps,确认,核心对象是白色帽子
381,shiny_skin,body_detail,skin,确认,核心含义是皮肤因水分呈现光泽与高光
382,low_twintails,hair,hair_style,确认,核心含义是扎在耳部或更低位置的双马尾
383,scar,body_detail,scar_wound,确认,核心对象是伤口愈合后留在皮肤上的痕迹
384,skindentation,body_detail,body_state,确认,核心含义是紧身衣物压迫皮肤形成的凹陷与凸肉
385,dutch_angle,composition,camera_angle,确认,核心含义是画面整体倾斜的镜头构图
386,black_bikini,underwear_swim,bikini,确认,核心对象是黑色比基尼泳装
387,leaning_forward,pose,body_pose,确认,核心含义是躯干轻微向前倾斜的姿势
388,chinese_clothes,traditional_clothes,traditional_china,确认,Wiki 明确描述传统或现代中国服饰
389,kneeling,pose,stationary_pose,确认,核心含义是单膝或双膝着地且臀部离地
390,sideboob,body,breast_chest,确认,核心对象是从衣物缝隙露出的乳房外侧且无乳头裸露
391,transparent_background,background,background_plain,确认,核心含义是没有可见图案且可透出下层内容的背景
392,red_skirt,clothes_main,skirt,确认,核心对象是红色半身裙或迷你裙
393,siblings,relationships,family_relation,确认,核心关系是至少共享一位父母的手足
394,blue_shirt,clothes_main,shirt_top,确认,核心对象是未限定款式的蓝色衬衫
395,open_shirt,clothing_appearance,open_wear,确认,核心含义是衬衫纽扣完全或部分解开并敞开
396,^_^,expression,positive,确认,核心含义是闭眼且眼角上扬并常伴微笑的正向表情
397,saliva,body_detail,body_function,确认,核心对象是口中产生并可见的唾液
398,frown,expression,anger,确认,核心含义是表达不满恼怒的不悦表情
399,fangs,face,oral_detail,确认,核心对象是多个突出的犬齿
400,pussy_juice,adult,adult_fluid,确认,核心对象是女性受性刺激产生的阴道润滑液
401,thick_thighs,body,legs_knees,确认,核心含义是大腿比通常尺寸更粗壮
402,fruit,food_drink,fruit_vegetable,确认,核心对象是植物可食用且常带甜味的果实
403,blush_stickers,expression,shy_blush,确认,核心对象是用于表现脸红的二维椭圆腮红标记
404,blue_jacket,outerwear_suits,jacket_coat,确认,核心对象是蓝色夹克
405,bird,creatures,bird,确认,核心对象是具有羽毛与翅膀的鸟类动物
406,wavy_hair,hair,hair_style,确认,核心含义是头发呈波浪状卷曲
407,facial_mark,face,face_mark,修正,Wiki 是面部绘制贴附纹身或胎记等标记的总称
408,sandals,legwear_footwear,sandals_slippers,确认,核心对象是由鞋底与绑带构成的开放式鞋
409,alternate_hairstyle,themes,persona_variant,确认,核心含义是角色采用不同于默认设定的发型变体
410,cat_girl,people,fantasy_person,确认,核心对象是具有真实猫耳或猫尾特征的女孩种族设定
411,black_socks,legwear_footwear,socks,确认,核心对象是黑色袜子这一通用袜类
412,soles,body,feet_toes,确认,核心对象是脚的底面
413,rose,nature,flower_species,确认,核心对象是玫瑰这一具体花卉品种
414,playboy_bunny,uniform_costume,themed_costume,确认,核心对象是由连体衣假兔耳和兔尾组成的兔女郎装扮
415,idolmaster_cinderella_girls,copyright,letter_i,确认,Wiki 明确描述偶像大师灰姑娘女孩作品
416,4girls,people,count_gender,确认,核心含义是画面中有四位女性角色
417,one_side_up,hair,hair_style,确认,核心含义是头发仅在一侧束起而其余垂落
418,phone,digital_media,phone_device,确认,核心对象是实时远距离传输声音的电话设备
419,beret,head_accessories,hats_caps,确认,核心对象是平顶软圆帽
420,nose_blush,expression,shy_blush,确认,核心含义是鼻梁区域因情绪或状态泛红
421,white_border,composition,border,确认,核心对象是环绕图像边缘的白色边框
422,holding_food,action,holding,确认,核心含义是手持可食用物品
423,fox_tail,animal_traits,tails,确认,核心对象是角色具有的狐狸形尾巴
424,animal,creatures,other_creature,确认,Wiki 是现实存在或曾存在动物的通用概念
425,halterneck,clothing_detail,strap_detail,修正,Wiki 明确是由绕颈单条肩带支撑的上衣结构
426,hatsune_miku,character,letter_h,确认,Wiki 明确描述初音未来这一角色
427,holding_hands,action,interaction,确认,核心含义是两个或更多角色的手相互接触
428,erection,adult,adult_response,修正,Wiki 描述阴茎处于勃起状态而不是器官类别本身
429,pink_background,background,background_plain,确认,核心对象是纯粉或主要为粉色的背景
430,chair,household_objects,seating_table,确认,核心对象是具有升高坐面的椅子
431,leaf,nature,foliage_vine,确认,核心对象是植物或树木上的扁平叶片
432,chain,household_objects,rope_lock,确认,核心对象是多个金属环连接而成的链条
433,cum_in_pussy,adult,adult_fluid,确认,核心含义是精液留在女性阴道内部的性体液状态
434,black_hairband,head_accessories,hairband_ribbon,确认,核心对象是黑色发带
435,from_above,composition,camera_angle,确认,核心含义是从主体上方俯视的镜头角度
436,white_flower,nature,flower_general,确认,Wiki 只限定白色花朵而未限定具体品种
437,frilled_dress,clothes_main,dress,确认,核心对象是带荷叶边装饰的连衣裙
438,sunglasses,head_accessories,eyewear,确认,核心对象是过滤强光并遮挡眼睛的太阳镜
439,ocean,outdoor_scene,water_scene,确认,核心对象是地球表面的大面积海洋水域
440,bed,household_objects,seating_table,确认,核心对象是用于睡眠的床具
441,glowing,light_effect,glow_aura,确认,核心含义是物体或角色自身散发光芒
442,colored_inner_hair,hair,hair_color,确认,核心含义是内层与外层头发颜色不同
443,red_dress,clothes_main,dress,确认,核心对象是红色连衣裙
444,thick_eyebrows,face,eyebrows,确认,核心对象是异常粗厚的眉毛
445,white_bow,accessories,bows_ribbons,确认,Wiki 只限定白色蝴蝶结而未限定佩戴部位
446,hood_down,clothing_appearance,wearing_state,修正,Wiki 描述兜帽可见但没有戴在头上的穿戴状态
447,bob_cut,hair,hair_style,确认,核心含义是长度在耳朵与下巴间的短发造型
448,witch_hat,head_accessories,hats_caps,确认,核心对象是尖顶宽边的女巫帽
449,half-closed_eyes,face,eye_shape,确认,核心含义是眼睛部分闭合的眼部形态
450,embarrassed,expression,shy_blush,确认,核心含义是因自我意识而表现出的尴尬害羞情绪
451,muscular_male,body,build,确认,核心含义是男性角色具有经训练形成的庞大肌肉体格
452,bright_pupils,face,eye_shape,确认,核心含义是瞳孔颜色比周围虹膜更浅的眼部形态
453,happy,expression,positive,确认,核心含义是喜悦满足或愉悦的正向情绪
454,looking_down,pose,gaze,确认,核心含义是角色视线朝向下方
455,headphones,digital_media,audio_device,确认,核心对象是戴在双耳上的个人扬声器设备
456,headband,head_accessories,headpiece,确认,Wiki 指横跨前额且常戴在头发下的头带而非束发发箍
457,testicles,adult_body,testicles,确认,核心对象是产生精子的男性生殖器官
458,cellphone,digital_media,phone_device,确认,核心对象是小型手持移动电话
459,white_skirt,clothes_main,skirt,确认,核心对象是白色半身裙或迷你裙
460,demon_horns,animal_traits,horns,确认,核心对象是恶魔类角色头部的角
461,white_bikini,underwear_swim,bikini,确认,核心对象是白色比基尼泳装
462,abs,body,torso_back,确认,核心对象是发达的腹部肌肉
463,depth_of_field,composition,focus,确认,核心含义是模拟相机单一焦距形成的景深失焦
464,dark-skinned_male,body_detail,skin,确认,核心含义是男性角色具有较深肤色
465,groping,adult,adult_suggestive,确认,Wiki 描述性语境下抚摸他人身体的互动
466,underboob,body,breast_chest,确认,核心对象是从衣物下方露出的乳房底部且无乳头裸露
467,bandages,body_detail,bandage_patch,确认,核心对象是用于医疗支撑或服饰的绷带材料
468,plaid_skirt,clothes_main,skirt,确认,核心对象是带格子图案的半身裙
469,short_dress,clothes_main,dress,确认,核心对象是裙摆位于臀部至大腿中部的短连衣裙
470,love_live!,copyright,letter_l,确认,Wiki 明确描述 Love Live 作品企划
471,no_bra,clothing_appearance,unworn_missing,确认,核心含义是穿上衣时没有穿胸罩
472,portrait,composition,shot,确认,核心含义是以脸部为主且通常不低于胸部的肖像景别
473,pectorals,body,breast_chest,确认,核心对象是男性胸部周围的胸肌
474,cameltoe,adult,adult_suggestive,确认,核心对象是紧身下装形成的女性阴唇轮廓
475,beach,outdoor_scene,water_scene,确认,核心对象是陆地与水域相接的海滩地貌
476,cum_on_body,adult,adult_fluid,确认,核心含义是精液附着在人体皮肤表面
477,black_background,background,background_plain,确认,核心对象是纯黑或主要呈黑色且可带渐变的背景
478,drill_hair,hair,hair_style,确认,核心含义是头发卷成圆锥钻头状
479,no_shoes,clothing_appearance,unworn_missing,确认,核心含义是穿着袜类但没有穿鞋
480,floral_print,clothing_appearance,clothing_pattern,确认,核心含义是衣物表面的花朵印花图案
481,furry,people,fantasy_person,确认,核心对象是具有毛皮羽毛或鳞片的拟人动物角色
482,side-tie_bikini_bottom,underwear_swim,bikini,确认,核心对象是两侧用系带固定的比基尼泳裤
483,bed_sheet,household_objects,storage_furniture,修正,Wiki 定义的是铺在床上的家居布单而不是床具本体
484,fox_girl,people,fantasy_person,确认,核心对象是具有狐耳或狐尾的女孩种族设定
485,bottomless,adult_body,adult_nudity,确认,核心含义是只穿上衣而腰部以下裸露
486,fire_emblem,copyright,letter_f,确认,Wiki 明确描述火焰之纹章游戏系列
487,ring,jewelry_accessories,rings,确认,核心对象是戴在手指上的环形珠宝
488,female_pubic_hair,adult_body,pubic_hair,确认,核心对象是女性生殖器区域的毛发
489,demon_girl,people,fantasy_person,确认,核心对象是具有恶魔角尖牙等特征的女性幻想种族
490,flying_sweatdrops,expression,fear_surprise,确认,核心含义是表现紧张等情绪时飞溅的夸张汗滴
491,squatting,pose,stationary_pose,确认,核心含义是屈膝且仅用双脚支撑身体的蹲姿
492,thigh_boots,legwear_footwear,short_boots,确认,核心对象是越过膝盖延伸至大腿的靴子
493,on_side,pose,stationary_pose,确认,核心含义是身体一侧着地的侧躺姿势
494,honkai:_star_rail,copyright,letter_h,确认,Wiki 明确描述崩坏星穹铁道游戏作品
495,back,body,torso_back,修正,Wiki 描述作为画面焦点的人体背部而不是观察视角
496,arm_support,pose,arm_pose,确认,核心含义是用手臂支撑自身体重的姿势
497,4koma,text_meta,comic,确认,核心对象是连续四格组成的漫画形式
498,military_uniform,uniform_costume,military_uniform,确认,核心对象是现实或虚构武装部队的正式制服
499,standing_on_one_leg,pose,stationary_pose,确认,核心含义是单脚支撑而另一脚离地的站姿
